date,Oil_future,Oil_future_volume,Oil_spot,LNG_spot,LNG_future_volume,VIX,Gold_future,DJI_GI,SPX_GI,SH,EEM,Dollar_future,XLK,DJC_E,DJC,DJ_oil_index,DJ_trans,DJ_oil_gas_index,Unemployment,sentiment_avg,LNG_future
3/10/2021,64.8,33600,65.6,2.11,88107,22.56,1724.8,32297.0195,3898.8101,3357.7372,53.17,91.828,129.589996,102.4981,818.51,6800.09,13869.9,437.52,6,0.090909091,2.688
3/11/2021,65.91,25925,67.39,2.06,113704,21.91,1719.4,32485.5898,3939.3401,3436.8313,54.49,91.418,132.360001,104.6938,827.96,6891.5,14022.72,438.15,6,0.180327869,2.671
3/12/2021,65.58,17290,68.14,2.38,101006,20.69,1727.3,32778.6406,3943.3401,3453.0777,54.11,91.678,131.410004,104.2519,825.48,6848.05,14156.69,438.89,6,0.056478405,2.598
3/13/2021,65.47333333,21382.66667,68.15333333,2.37,110284,20.47,1728.333333,32836.91403,3951.873367,3442.033667,54.00666667,91.736,131.8766687,103.9339333,825.8133333,6837.79,14185.35,437.22,6,0.086195959,2.564666667
3/14/2021,65.36666667,25475.33333,68.16666667,2.36,119562,20.25,1729.366667,32895.18747,3960.406633,3430.989633,53.90333333,91.794,132.3433333,103.6159667,826.1466667,6827.53,14214.01,435.55,6,0.115913514,2.531333333
3/15/2021,65.26,29568,68.18,2.35,128840,20.03,1730.4,32953.4609,3968.9399,3419.9456,53.8,91.852,132.809998,103.298,826.48,6817.27,14242.67,433.88,6,0.145631068,2.498
3/16/2021,65,25858,66.89,2.25,88003,19.79,1728,32825.9492,3962.71,3446.7334,54.15,91.88,133.809998,102.7897,824.81,6605.54,14020.73,421.82,6,0.094339623,2.563
3/17/2021,64.36,22797,66.76,2.25,84552,19.23,1742.4,33015.3711,3974.1201,3445.5509,53.92,91.435,133.699997,102.0142,822.85,6663.63,14157.82,425.37,6,0.189427313,2.521
3/18/2021,59.52,18215,64.79,2.42,136705,21.58,1733.4,32862.3008,3915.46,3463.0681,54.1,91.87,129.990005,95.8497,802.62,6254.9,14148.04,405.58,6,0.056872038,2.484
3/19/2021,61.36,5373,62.47,2.01,69541,20.95,1733.5,32627.9707,3913.1001,3404.6634,53.69,91.925,129.600006,97.5351,811.29,6347.8,14182.13,406.06,6,0.056338028,2.547
3/20/2021,61.32,15123.66667,62.72,1.976666667,78070.66667,20.26,1737.766667,32662.3802,3922.263433,3417.588667,53.67666667,91.86366667,130.356669,97.68433333,811.6233333,6319.09,14177.59,404.77,6,0.050137302,2.556333333
3/21/2021,61.28,24874.33333,62.97,1.943333333,86600.33333,19.57,1742.033333,32696.7897,3931.426767,3430.513933,53.66333333,91.80233333,131.113332,97.83356667,811.9566667,6290.38,14173.05,403.48,6,0.043936575,2.565666667
3/22/2021,61.24,34625,63.22,1.91,95130,18.88,1746.3,32731.1992,3940.5901,3443.4392,53.65,91.741,131.869995,97.9828,812.29,6261.67,14168.51,402.19,6,0.037735849,2.575
3/23/2021,57.37,63032,62.27,2.03,84155,20.3,1741.4,32423.1504,3910.52,3411.5088,53.15,92.347,131.050003,92.9595,796.73,6110.86,13906.55,396.33,6,0.053061224,2.513
3/24/2021,60.89,44404,61.61,1.79,43393,21.2,1733.1,32420.0605,3889.1399,3367.0606,52.14,92.53,129.460007,97.4627,809.16,6265.37,14051.15,405.92,6,0.106796117,2.519
3/25/2021,58.38,39907,61.63,1.75,37467,19.81,1724.6,32619.4805,3909.52,3363.5915,51.75,92.826,129.380005,93.99,795.22,6326.45,14278.04,407.2,6,0.081218274,2.571
3/26/2021,60.8,29908,62.56,1.62,27441,18.86,1724.4,33072.8789,3974.54,3418.3267,52.53,92.775,132.669998,97.4837,807.23,6505.98,14605.79,418,6,0.115577889,2.564
3/27/2021,61.09666667,31286.66667,62.66,1.723333333,51327.33333,19.48666667,1717.366667,33105.70963,3973.390033,3423.983067,52.56333333,92.83533333,132.4399973,97.7212,806.5433333,6457.69,14579.66333,416.18,6,0.112766212,2.589666667
3/28/2021,61.39333333,32665.33333,62.76,1.826666667,75213.66667,20.11333333,1710.333333,33138.54037,3972.240067,3429.639433,52.59666667,92.89566667,132.2099967,97.9587,805.8566667,6409.4,14553.53667,414.36,6,0.109954534,2.615333333
3/29/2021,61.69,34044,62.86,1.93,99100,20.74,1703.3,33171.3711,3971.0901,3435.2958,52.63,92.956,131.979996,98.1962,805.17,6361.11,14527.41,412.54,6,0.107142857,2.641
3/30/2021,60.46,28405,63.37,1.88,94978,19.61,1683.6,33066.9609,3958.55,3456.6766,53.02,93.321,130.729996,97.0665,794.01,6331.01,14726.57,409.36,6,0.022727273,2.621
3/31/2021,59.5,27371,63.07,2.43,87127,19.4,1705.9,32981.5508,3972.8899,3441.9115,52.89,93.236,132.809998,95.2709,800.48,6300.45,14631.39,405.8,6,0.071428571,2.604
4/1/2021,61.33,35635,61.77,2.15,110441,17.33,1729.7,33153.2109,4019.8701,3466.3315,53.65,92.947,135.479996,98.0648,804.73,6569.04,14748.38,416.39,6,0.106280193,2.626
4/2/2021,60.6975,32696,61.7525,2.0525,117000.25,17.475,1728.975,33246.70603,4034.38005,3466.3315,53.685,92.859,136.1799968,97.12355,802.4375,6503.4125,14784.085,413.88,5.95,0.11655225,2.5995
4/3/2021,60.065,29757,61.735,1.955,123559.5,17.62,1728.25,33340.20115,4048.89,3466.3315,53.72,92.771,136.8799975,96.1823,800.145,6437.785,14819.79,411.37,5.9,0.126824307,2.573
4/4/2021,59.4325,26818,61.7175,1.8575,130118.75,17.765,1727.525,33433.69628,4063.39995,3466.3315,53.755,92.683,137.5799983,95.24105,797.8525,6372.1575,14855.495,408.86,5.85,0.137096364,2.5465
4/5/2021,58.8,23879,61.7,1.76,136678,17.91,1726.8,33527.1914,4077.9099,3466.3315,53.79,92.595,138.279999,94.2998,795.56,6306.53,14891.2,406.35,5.8,0.147368421,2.52
4/6/2021,59.26,24616,61.33,1.85,134048,18.12,1742.8,33430.2383,4073.9399,3482.9674,54.12,92.348,137.690002,95.0203,802.83,6327.65,14842.94,405.48,5.8,0.089473684,2.462
4/7/2021,59.51,26115,60.68,1.84,124554,17.16,1737.3,33446.2617,4079.95,3479.6256,53.79,92.472,138.419998,95.5029,803.62,6351.21,14796.64,407.44,5.8,0.0591133,2.509
4/8/2021,59.74,25785,61.22,1.79,116405,16.95,1753.8,33503.5703,4097.1699,3482.5548,53.98,92.069,140.419998,95.5812,809.3,6237.37,14787.96,401.93,5.8,0.095477387,2.519
4/9/2021,59.34,26690,61.12,1.66,100242,16.69,1742.9,33800.6016,4128.7998,3450.6772,53.45,92.16,141.770004,95.3845,805.43,6184.21,14918.33,399.7,5.8,0.124031008,2.521
4/10/2021,59.44333333,28190.66667,61.22666667,1.73,107622,16.76333333,1737.133333,33782.20053,4128.529933,3438.1007,53.34333333,92.15466667,141.5433347,95.60096667,804.2233333,6155.073333,14935.41333,398.4633333,5.8,0.095650302,2.532666667
4/11/2021,59.54666667,29691.33333,61.33333333,1.8,115002,16.83666667,1731.366667,33763.79947,4128.260067,3425.5242,53.23666667,92.14933333,141.3166653,95.81743333,803.0166667,6125.936667,14952.49667,397.2266667,5.8,0.067269595,2.544333333
4/12/2021,59.65,31192,61.44,1.87,122382,16.91,1725.6,33745.3984,4127.9902,3412.9477,53.13,92.144,141.089996,96.0339,801.81,6096.8,14969.58,395.99,5.8,0.038888889,2.556
4/13/2021,60.5,22778,61.85,2.02,142947,16.65,1744.9,33677.2695,4141.5898,3396.47,53.21,91.844,142.419998,96.7593,808.38,6102.17,14863.65,396.42,5.8,0.082568807,2.624
4/14/2021,62.78,38780,63.39,2.25,109525,16.99,1735.8,33730.8906,4124.6602,3416.7212,53.72,91.674,140.910004,100.757,824.73,6336.64,14873.67,407.94,5.8,0.172661871,2.617
4/15/2021,63.31,19057,64.48,2.18,123470,16.57,1762.9,34035.9883,4170.4199,3398.9875,53.91,91.618,143.330002,101.2886,831.94,6276.8,14930,404.6,5.8,0.161764706,2.663
4/16/2021,63.11,10558,65.21,2.21,88053,16.17,1774.9,34200.6719,4185.4702,3426.6178,54.21,91.544,143.300003,101.0658,831.7,6183.03,14919.55,401.06,5.8,0.213793103,2.688
4/17/2021,63.19666667,8857,65.17333333,2.243333333,92541.66667,16.54333333,1772.533333,34159.65757,4178.066733,3443.5947,54.21,91.37933333,142.9033357,101.1952667,832.81,6180.493333,14879.31333,400.9866667,5.8,0.176198769,2.704666667
4/18/2021,63.28333333,7156,65.13666667,2.276666667,97030.33333,16.91666667,1770.166667,34118.64323,4170.663267,3460.5716,54.21,91.21466667,142.5066683,101.3247333,833.92,6177.956667,14839.07667,400.9133333,5.8,0.138604435,2.721333333
4/19/2021,63.37,5455,65.1,2.31,101519,17.29,1767.8,34077.6289,4163.2598,3477.5485,54.21,91.05,142.110001,101.4542,835.03,6175.42,14798.84,400.84,5.8,0.101010101,2.738
4/20/2021,62.29,47498,65.36,2.53,86714,18.68,1776.2,33821.3008,4134.9399,3472.9427,54.18,91.227,140.850006,100.3788,835.47,5946.28,14894.93,390.24,5.8,0.11790393,2.724
4/21/2021,60.99,36514,64.02,2.57,88592,17.5,1793.2,34137.3086,4173.4199,3472.9298,53.75,91.129,142.270004,98.7168,837.66,6042.27,15040.32,395.93,5.8,0.153846154,2.697
4/22/2021,61.73,27429,63.06,2.2,119778,18.71,1783.7,33815.8984,4134.98,3465.1138,53.94,91.321,140.600006,98.9813,844.11,5979.49,14920.95,390.68,5.8,0.138888889,2.748
4/23/2021,62.02,29597,63.63,2.16,45940,17.33,1774.8,34043.4883,4180.1699,3474.166,54.4,90.839,142.699997,99.8765,848.85,6059.87,15133.43,394.57,5.8,0.045918367,2.72
4/24/2021,62.02666667,28906,63.49333333,2.236666667,41314,17.43333333,1776.966667,34022.84897,4182.6533,3463.165933,54.50333333,90.81933333,142.943329,99.80486667,852.14,6087.25,15120.82333,395.4266667,5.8,0.07867426,2.743333333
4/25/2021,62.03333333,28215,63.35666667,2.313333333,36688,17.53666667,1779.133333,34002.20963,4185.1367,3452.165867,54.60666667,90.79966667,143.186661,99.73323333,855.43,6114.63,15108.21667,396.2833333,5.8,0.111430154,2.766666667
4/26/2021,62.04,27524,63.22,2.39,32062,17.64,1781.3,33981.5703,4187.6201,3441.1658,54.71,90.78,143.429993,99.6616,858.72,6142.01,15095.61,397.14,5.8,0.144186047,2.79
4/27/2021,63.03,37902,63.91,2.4,123083,17.56,1774.4,33984.9297,4186.7202,3442.6111,54.75,90.892,143.080002,101.1759,863.74,6257.88,15312.66,401.9,5.8,0.209016393,2.937
4/28/2021,63.6,39779,64.53,2.36,5,17.28,1774.9,33820.3789,4183.1802,3457.0683,54.87,90.593,141.75,102.7271,865.25,6519.53,15287.43,415.3,5.8,0.248201439,2.951
4/29/2021,64.78,25324,65.71,2.33,119055,17.61,1771.1,34060.3594,4211.4702,3474.9011,54.86,90.593,141.630005,104.1249,866.92,6556.75,15419.14,419.68,5.8,0.078369906,2.905
4/30/2021,63.42,23505,65.42,2.09,98403,18.61,1764.8,33874.8516,4181.1699,3446.8564,54.17,91.27,139.699997,102.2922,866.92,6399.33,15347,408.41,5.8,0.195918367,2.941
5/1/2021,63.80333333,20533.33333,65.31,2.186666667,96045.66667,18.51,1774.266667,33954.31123,4185,3446.8564,54.06666667,91.15566667,139.5699973,102.7595333,868.5266667,6466.003333,15437.53333,412.2766667,5.833333333,0.194714809,2.946666667
5/2/2021,64.18666667,17561.66667,65.2,2.283333333,93688.33333,18.41,1783.733333,34033.77087,4188.8301,3446.8564,53.96333333,91.04133333,139.4399977,103.2268667,870.1333333,6532.676667,15528.06667,416.1433333,5.866666667,0.19351125,2.952333333
5/3/2021,64.57,14590,65.09,2.38,91331,18.31,1793.2,34113.2305,4192.6602,3446.8564,53.86,90.927,139.309998,103.6942,871.74,6599.35,15618.6,420.01,5.9,0.192307692,2.958
5/4/2021,66.25,21304,66.67,2.43,96009,19.48,1779.3,34133.0313,4164.6602,3446.8564,53.44,91.275,136.809998,105.5169,879.71,6567.41,15624.9,420.1,5.9,0.15625,2.979
5/5/2021,65.21,27775,68.2,2.44,86474,19.15,1780.8,34230.3398,4167.5898,3446.8564,53.59,91.293,136.479996,105.5784,884.32,6797.01,15639.74,433.77,5.9,0.126801153,2.946
5/6/2021,64.89,20038,67.49,2.43,81197,18.39,1814,34548.5313,4201.6201,3441.2826,54.05,90.936,137.850006,104.2615,889.67,6792.71,15724.41,435.56,5.9,0.115819209,2.931
5/7/2021,64.81,24527,66.57,2.39,95776,16.69,1829.4,34777.7617,4232.6001,3418.8741,54.39,90.216,139.029999,104.6747,899.47,6984.95,15943.3,444.11,5.9,0.076190476,2.97
5/8/2021,64.84666667,25974.66667,66.74666667,2.413333333,90640.33333,17.68,1831.566667,34766.11457,4217.8768,3421.913033,54.16333333,90.20566667,137.8600007,104.6873,898.1566667,6974.116667,15938.68667,443.9366667,5.9,0.090625936,2.954
5/9/2021,64.88333333,27422.33333,66.92333333,2.436666667,85504.66667,18.67,1833.733333,34754.46743,4203.1535,3424.951967,53.93666667,90.19533333,136.6900023,104.6999,896.8433333,6963.283333,15934.07333,443.7633333,5.9,0.105061395,2.938
5/10/2021,64.92,28870,67.1,2.46,80369,19.66,1835.9,34742.8203,4188.4302,3427.9909,53.71,90.185,135.520004,104.7125,895.53,6952.45,15929.46,443.59,5.9,0.119496855,2.922
5/11/2021,65.39,28017,66.39,2.45,9,21.84,1837.3,34269.1602,4152.1001,3441.8454,53.5,90.124,135.110001,105.3097,902.39,6822.57,15708.35,432.78,5.9,0.070038911,2.953
5/12/2021,65.84,34894,67.46,2.25,77744,27.59,1825.2,33587.6602,4063.04,3462.7513,52.28,90.686,131.309998,106.5889,904.26,6829.16,15348.59,432.89,5.9,0.098540146,2.981
5/13/2021,63.81,41830,66.78,2.15,83044,23.13,1825.9,34021.4492,4112.5,3429.5361,52.07,90.735,133.050003,103.3653,884.78,6673.26,15701.99,427.2,5.9,0.126213592,2.973
5/14/2021,65.53,25194,66.16,2.2,77483,18.81,1842,34382.1289,4173.8501,3490.3762,52.9,90.318,135.979996,105.3619,886.82,6962.28,15917.46,440.76,5.9,0.150837989,2.974
5/15/2021,65.81333333,25730,66.61333333,2.326666667,105000.3333,19.11333333,1850.966667,34364.01563,4170.330067,3499.456067,52.88666667,90.25933333,135.6466627,105.9126667,890.7,7026.78,15889.40667,444.0733333,5.9,0.145541358,3.022666667
5/16/2021,66.09666667,26266,67.06666667,2.453333333,132517.6667,19.41666667,1859.933333,34345.90237,4166.810033,3508.535933,52.87333333,90.20066667,135.3133293,106.4634333,894.58,7091.28,15861.35333,447.3866667,5.9,0.140244728,3.071333333
5/17/2021,66.38,26802,67.52,2.58,160035,19.72,1868.9,34327.7891,4163.29,3517.6158,52.86,90.142,134.979996,107.0142,898.46,7155.78,15833.3,450.7,5.9,0.134948097,3.12
5/18/2021,65.34,16626,68.39,2.55,120910,21.34,1870.2,34060.6602,4127.8301,3529.0144,53.48,89.734,133.899994,106.0215,896.26,7014.51,15642.98,439.31,5.9,0.085020243,3.009
5/19/2021,63.3,7175,65.95,2.47,88916,22.18,1871.8,33896.0391,4115.6802,3510.9647,53.23,90.191,134.369995,102.8499,878.37,6859.95,15562.65,428.7,5.9,0.11814346,2.962
5/20/2021,61.91,42372,65.29,2.44,77049,20.67,1873.7,34084.1484,4159.1201,3506.9444,53.72,89.795,136.940002,100.9016,872.73,6839.96,15471.13,428.42,5.9,0.089285714,2.948
5/21/2021,63.82,52229,64.18,2.48,52886,20.15,1889.9,34207.8398,4155.8599,3486.5569,53.3,90.005,136.190002,102.6641,873.58,6844.49,15475.78,429.11,5.9,0.058139535,2.902
5/22/2021,64.54,54496,65.09666667,2.473333333,48833.33333,19.56666667,1887.066667,34269.8867,4169.589867,3490.131967,53.37333333,89.94933333,136.9966683,103.6615333,876.22,6865.726667,15520.45667,430.39,5.9,0.075505097,2.897
5/23/2021,65.26,56763,66.01333333,2.466666667,44780.66667,18.98333333,1884.233333,34331.9336,4183.319833,3493.707033,53.44666667,89.89366667,137.8033347,104.6589667,878.86,6886.963333,15565.13333,431.67,5.9,0.092870658,2.892
5/24/2021,65.98,59030,66.93,2.46,40728,18.4,1881.4,34393.9805,4197.0498,3497.2821,53.52,89.838,138.610001,105.6564,881.5,6908.2,15609.81,432.95,5.9,0.11023622,2.887
5/25/2021,65.95,57860,67.41,2.5,92682,18.84,1883.6,34312.4609,4188.1299,3581.3418,53.98,89.628,138.649994,105.7694,879.38,6758.6,15456.84,424.28,5.9,0.102739726,2.991
5/26/2021,66.11,26462,67.47,2.41,116571,17.36,1913.1,34323.0508,4195.9902,3593.357,54.36,90.03,138.639999,106.3007,881.55,6875.56,15604.37,428.49,5.9,0.118110236,3.022
5/27/2021,66.83,25299,67.32,2.29,115927,16.74,1896.4,34464.6406,4200.8799,3608.8507,54.6,89.959,137.910004,106.7925,893.05,6935.65,15709.63,428.8,5.9,0.156521739,2.962
5/28/2021,66.62,24192,68.2,2.38,105310,16.76,1903.2,34529.4492,4204.1099,3600.7844,54.79,89.993,138.399994,106.2537,892.34,6944.1,15750.31,429.16,5.9,0.154285714,3.01
5/29/2021,66.9725,25098,68.4025,2.335,124552.25,17.045,1902.6,34540.91405,4203.592425,3606.76675,55.055,89.9495,138.2299958,106.8237,895.3075,7034.0875,15754.5425,433.295,5.9,0.158924162,3.031
5/30/2021,67.325,26004,68.605,2.29,143794.5,17.33,1902,34552.3789,4203.07495,3612.7491,55.32,89.906,138.0599975,107.3937,898.275,7124.075,15758.775,437.43,5.9,0.16356261,3.052
5/31/2021,67.6775,26910,68.8075,2.245,163036.75,17.615,1901.4,34563.84375,4202.557475,3618.73145,55.585,89.8625,137.8899993,107.9637,901.2425,7214.0625,15763.0075,441.565,5.9,0.168201058,3.073
6/1/2021,68.03,27816,69.01,2.2,182279,17.9,1900.8,34575.3086,4202.04,3624.7138,55.85,89.819,137.720001,108.5337,904.21,7304.05,15767.24,445.7,5.9,0.172839506,3.094
6/2/2021,68.77,19713,69.37,2.18,107268,17.48,1908.3,34600.3789,4208.1201,3597.1379,55.95,89.901,138.669998,109.9511,907.53,7418.27,15614.51,453.43,5.4,0.12755102,3.074
6/3/2021,68.88,23751,69.89,2.1,92205,18.04,1870.5,34577.0391,4192.8501,3584.2121,55.48,90.501,137.380005,109.8062,896.16,7447.4,15539.92,454.99,5.4,0.141078838,3.065
6/4/2021,69.39,23438,70.21,2.68,112969,16.42,1890.6,34756.3906,4229.8901,3591.8447,55.89,90.133,140.020004,110.9309,908.66,7518.37,15467.47,458.01,5.4,0.139072848,3.099
6/5/2021,69.34333333,20850.66667,70.19,2.74,113384.6667,16.42333333,1894,34714.33983,4228.766733,3594.410133,55.79666667,90.07066667,140.0100043,110.7168667,906.1166667,7524.923333,15455.68,457.5666667,5.4,0.1346314,3.096666667
6/6/2021,69.29666667,18263.33333,70.17,2.8,113800.3333,16.42666667,1897.4,34672.28907,4227.643367,3596.975567,55.70333333,90.00833333,140.0000047,110.5028333,903.5733333,7531.476667,15443.89,457.1233333,5.4,0.130189951,3.094333333
6/7/2021,69.25,15676,70.15,2.86,114216,16.43,1900.8,34630.2383,4226.52,3599.541,55.61,89.946,139.990005,110.2888,901.03,7538.03,15432.1,456.68,5.4,0.125748503,3.092
6/8/2021,69.96,27974,69.83,2.97,185863,17.07,1892.1,34599.8203,4227.2598,3580.1063,55.39,90.076,140,111.4225,904.99,7590.23,15480.78,460.68,5.4,0.086419753,3.13
6/9/2021,69.76,22140,71.21,2.3,108045,17.89,1888.8,34447.1406,4219.5498,3591.3965,55.17,90.121,140.100006,111.3065,902.76,7498.89,15288.53,457.92,5.4,0.085714286,3.155
6/10/2021,70.15,34865,70.9,2.1,130146,16.1,1898.1,34466.2383,4239.1802,3610.859,55.36,90.078,141.130005,111.7567,902.69,7483.39,15179.06,457.53,5.4,0.116504854,3.152
6/11/2021,70.81,55167,71.31,2.06,168842,15.65,1875.5,34479.6016,4247.4399,3589.7481,55.35,90.55,141.970001,112.3311,901.47,7494.62,15327.39,456.2,5.4,0.106870229,3.283
6/12/2021,70.95,46774,71.53666667,2.14,146563.3333,15.89666667,1871.633333,34450.9844,4250.0099,3589.7481,55.41,90.525,142.450002,112.4161,899.47,7480.396667,15282.99667,455.5233333,5.4,0.093072216,3.306
6/13/2021,71.09,38381,71.76333333,2.22,124284.6667,16.14333333,1867.766667,34422.3672,4252.5799,3589.7481,55.47,90.5,142.930003,112.5011,897.47,7466.173333,15238.60333,454.8466667,5.4,0.079274203,3.329
6/14/2021,71.23,29988,71.99,2.3,102006,16.39,1863.9,34393.75,4255.1499,3589.7481,55.53,90.475,143.410004,112.5861,895.47,7451.95,15194.21,454.17,5.4,0.06547619,3.352
6/15/2021,72.4,33820,72.05,2.29,141168,17.02,1858.6,34299.3281,4246.5898,3556.559,55.08,90.502,142.529999,113.5406,888.54,7564.66,15305.39,463.02,5.4,0.145454545,3.226
6/16/2021,71.67,47180,73.16,2.3,102528,18.15,1802.8,34033.6719,4223.7002,3518.3292,54.57,91.208,141.759995,113.8462,888.32,7513.81,15138.68,460.96,5.4,0.096385542,3.245
6/17/2021,70.95,44383,72.29,2.49,138697,17.75,1777.9,33823.4492,4221.8599,3525.6042,54.73,91.873,143.399994,112.0879,857.81,7195.47,14820.03,444.69,5.4,0.106481481,3.213
6/18/2021,71.65,22399,71.56,2.67,101762,20.64,1774.2,33290.0781,4166.4502,3525.0968,54.22,92.209,142.089996,112.7617,864.95,7023.03,14622.9,431.64,5.4,0.186528497,3.234
6/19/2021,72.25333333,17672,71.85666667,2.643333333,98324.66667,19.72,1776.766667,33485.70833,4185.8968,3526.458733,54.3,92.09966667,142.5099993,113.4182667,867.2066667,7144.44,14717.81333,437.7766667,5.4,0.165432144,3.222333333
6/20/2021,72.85666667,12945,72.15333333,2.616666667,94887.33333,18.8,1779.333333,33681.33857,4205.3434,3527.820667,54.38,91.99033333,142.9300027,114.0748333,869.4633333,7265.85,14812.72667,443.9133333,5.4,0.14433579,3.210666667
6/21/2021,73.46,8218,72.45,2.59,91450,17.88,1781.9,33876.9688,4224.79,3529.1826,54.46,91.881,143.350006,114.7314,871.72,7387.26,14907.64,450.05,5.4,0.123239437,3.199
6/22/2021,72.93,51991,73.13,2.58,2,16.64,1781.7,33945.5781,4246.4399,3557.412,54.24,91.751,144.649994,115.0043,871.16,7412.41,14940.56,452.88,5.4,0.104938272,3.257
6/23/2021,73.26,49381,74.01,2.45,70152,16.33,1772,33874.2383,4241.8398,3566.2199,54.53,91.785,144.490005,115.8411,877.12,7463.09,14903.24,454.28,5.4,0.06763285,3.319
6/24/2021,73.31,34372,74.09,2.65,4,15.71,1772.4,34196.8203,4266.4902,3566.6539,55.05,91.795,145.399994,116.348,877.26,7550.39,14982.47,458.11,5.4,0.125,3.422
6/25/2021,74.04,32338,74.19,3.14,32794,15.62,1786.9,34433.8398,4280.7002,3607.5618,55.48,91.844,145.229996,117.2507,878.36,7612.64,14976.97,460.62,5.4,0.049382716,3.511
6/26/2021,73.61,32038.66667,74.07333333,3.4,21864.33333,15.66666667,1786.166667,34383.6497,4284.003433,3607.165267,55.5,91.85466667,145.736664,116.7678667,879.57,7511.62,14929.50333,455.69,5.4,0.066629676,3.535
6/27/2021,73.18,31739.33333,73.95666667,3.66,10934.66667,15.71333333,1785.433333,34333.4596,4287.306667,3606.768733,55.52,91.86533333,146.243332,116.2850333,880.78,7410.6,14882.03667,450.76,5.4,0.083876636,3.559
6/28/2021,72.75,31440,73.84,3.92,5,15.76,1784.7,34283.2695,4290.6099,3606.3722,55.54,91.876,146.75,115.8022,881.99,7309.58,14834.57,445.83,5.4,0.101123596,3.583
6/29/2021,73.46,23837,73.34,3.96,196638,16.02,1760.6,34292.2891,4291.7998,3573.1779,55.45,92.041,147.820007,116.1283,882.67,7268.36,14854.63,443.61,5.4,0.070833333,3.658
6/30/2021,73.45,26500,73.6,3.18,182091,15.76,1771.7,34502.5117,4297.5,3591.197,55.25,92.431,147.660004,116.603,896.01,7418.73,14880.79,449.4,5.4,0.193396226,3.737
7/1/2021,74.96,62739,74.87,2.91,145919,15.48,1776.4,34633.5313,4319.9399,3588.7816,54.9,92.594,147.910004,118.6503,899.34,7589.53,15077.58,456.95,5.4,0.188095238,3.66
7/2/2021,75.11,27621,75.21,3.09,108587,15.07,1786.8,34786.3516,4352.3398,3518.7595,54.64,92.413,149.860001,119.1516,901.71,7531.68,15036.23,456,5.2,0.081081081,3.702
7/3/2021,74.7725,31339,75.3925,3.26,118430.25,15.4125,1789.275,34734.10648,4350.13985,3521.63435,54.4725,92.4455,150.002499,118.45195,896.47,7462.265,14998.42,452.4325,5.2,0.092628993,3.694
7/4/2021,74.435,35057,75.575,3.43,128273.5,15.755,1791.75,34681.86135,4347.9399,3524.5092,54.305,92.478,150.144997,117.7523,891.23,7392.85,14960.61,448.865,5.2,0.104176904,3.686
7/5/2021,74.0975,38775,75.7575,3.6,138116.75,16.0975,1794.225,34629.61623,4345.73995,3527.38405,54.1375,92.5105,150.287495,117.05265,885.99,7323.435,14922.8,445.2975,5.2,0.115724816,3.678
7/6/2021,73.76,42493,75.94,3.77,147960,16.44,1796.7,34577.3711,4343.54,3530.2589,53.97,92.543,150.429993,116.353,880.75,7254.02,14884.99,441.73,5.2,0.127272727,3.67
7/7/2021,72.12,37780,73.58,3.26,120022,16.2,1803.1,34681.7891,4358.1299,3553.7155,53.89,92.645,151.25,114.6406,878.06,7094.83,14965.66,434.21,5.2,0.057613169,3.576
7/8/2021,73.24,35286,71.97,3.12,141732,19,1798.9,34421.9297,4320.8198,3525.5039,52.86,92.406,149.820007,115.9014,877.95,7082.47,14475.22,432.43,5.2,0.125,3.685
7/9/2021,74.62,29705,74.18,3.15,101501,16.18,1807.1,34870.1602,4369.5498,3524.0881,53.53,92.116,151.199997,117.9179,887.05,7242.08,14842.77,441.16,5.2,0.050632911,3.675
7/10/2021,74.46,30684.66667,74.23,3.27,67668,16.17666667,1805.9,34912.1667,4374.5765,3532.004133,53.55,92.16266667,151.2400003,117.7355,887.9233333,7234.406667,14831.68667,441.0066667,5.2,0.066136226,3.698
7/11/2021,74.3,31664.33333,74.28,3.39,33835,16.17333333,1804.7,34954.1732,4379.6032,3539.920167,53.57,92.20933333,151.2800037,117.5531,888.7966667,7226.733333,14820.60333,440.8533333,5.2,0.081639542,3.721
7/12/2021,74.14,32644,74.33,3.51,2,16.17,1803.5,34996.1797,4384.6299,3547.8362,53.59,92.256,151.320007,117.3707,889.67,7219.06,14809.52,440.7,5.2,0.097142857,3.744
7/13/2021,75.18,35669,75.13,3.61,97857,17.12,1807,34888.7891,4369.21,3566.5225,53.75,92.759,151.940002,118.8299,894.05,7154.36,14674.62,437.25,5.2,0.135135135,3.69
7/14/2021,72.99,36322,75.29,3.63,125904,16.33,1828.6,34933.2305,4374.2998,3528.5011,53.89,92.405,153.059998,116.228,893.25,6867.74,14689.2,424.48,5.2,0.023952096,3.67
7/15/2021,71.5,40759,73.15,3.67,111302,17.01,1830.5,34987.0195,4360.0298,3564.5902,54.04,92.631,151.800003,114.2913,890.65,6728.72,14696.17,418.43,5.2,0.088461538,3.617
7/16/2021,71.51,16649,72.84,3.4,82330,18.45,1809.3,34687.8516,4327.1602,3539.3038,53.55,92.687,150.300003,114.5871,892,6520.92,14491.91,407.13,5.2,0.106741573,3.68
7/17/2021,69.76333333,14466.66667,72.07333333,3.416666667,93747.33333,19.8,1807.8,34445.9141,4304.2702,3539.243367,53.26666667,92.758,149.6100007,112.2811,884.1666667,6432.583333,14416.02667,402.3433333,5.2,0.113836943,3.709666667
